#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","KV784365.1",1404405,1405766,"+",,,"FRACYDRAFT_191656","OEU12401.1",453,"cytochrome P450"
"Un","KV784365.1",1406864,1408291,"+",,,"FRACYDRAFT_227756","OEU12402.1",420,"hypothetical protein FRACYDRAFT_227756"
"Un","KV784365.1",1408417,1410020,"-",,,"FRACYDRAFT_244670","OEU12403.1",501,"hypothetical protein FRACYDRAFT_244670"
"Un","KV784365.1",1410392,1411069,"+",,,"FRACYDRAFT_191500","OEU12404.1",226,"hypothetical protein FRACYDRAFT_191500, partial"
"Un","KV784365.1",1412184,1412663,"-",,,"FRACYDRAFT_144017","OEU12405.1",160,"hypothetical protein FRACYDRAFT_144017, partial"
"Un","KV784365.1",1413695,1414624,"+",,,"FRACYDRAFT_244673","OEU12406.1",309,"hypothetical protein FRACYDRAFT_244673"
"Un","KV784365.1",1416192,1416797,"-",,,"FRACYDRAFT_244674","OEU12407.1",201,"hypothetical protein FRACYDRAFT_244674"
"Un","KV784365.1",1418125,1419225,"+",,,"FRACYDRAFT_244675","OEU12408.1",366,"hypothetical protein FRACYDRAFT_244675"
"Un","KV784365.1",1419525,1419818,"-",,,"FRACYDRAFT_270626","OEU12409.1",97,"hypothetical protein FRACYDRAFT_270626"
"Un","KV784365.1",1420367,1422059,"+",,,"FRACYDRAFT_244676","OEU12410.1",484,"hypothetical protein FRACYDRAFT_244676"
"Un","KV784365.1",1422227,1422806,"+",,,"FRACYDRAFT_244677","OEU12411.1",129,"hypothetical protein FRACYDRAFT_244677"
"Un","KV784365.1",1423009,1423479,"-",,,"FRACYDRAFT_191614","OEU12412.1",156,"hypothetical protein FRACYDRAFT_191614"
"Un","KV784365.1",1425793,1426593,"+",,"EndoIII-related_a","FRACYDRAFT_161186","OEU12413.1",241,"DNA glycosylase, partial"
"Un","KV784365.1",1427842,1428468,"+",,,"FRACYDRAFT_219662","OEU12414.1",172,"RRM_1-domain-containing protein, partial"
"Un","KV784365.1",1429654,1430175,"-",,,"FRACYDRAFT_270628","OEU12415.1",173,"glutaredoxin"
"Un","KV784365.1",1430845,1433900,"+",,,"FRACYDRAFT_276732","OEU12416.1",846,"hypothetical protein FRACYDRAFT_276732"
"Un","KV784365.1",1434847,1435800,"+",,"UROS","FRACYDRAFT_244684","OEU12436.1",317,"uroporphyrinogen III synthase"
"Un","KV784365.1",1436683,1437582,"+",,,"FRACYDRAFT_191684","OEU12417.1",299,"S-adenosyl-L-methionine-dependent methyltransferase"
"Un","KV784365.1",1438530,1439144,"-",,,"FRACYDRAFT_244686","OEU12418.1",204,"hypothetical protein FRACYDRAFT_244686"
"Un","KV784365.1",1439711,1440154,"+",,,"FRACYDRAFT_191461","OEU12419.1",147,"DUF296-domain-containing protein"
"Un","KV784365.1",1440505,1440861,"-",,,"FRACYDRAFT_270630","OEU12420.1",118,"hypothetical protein FRACYDRAFT_270630"
"Un","KV784365.1",1443704,1445436,"+",,,"FRACYDRAFT_244689","OEU12421.1",539,"hypothetical protein FRACYDRAFT_244689"
"Un","KV784365.1",1445879,1447384,"+",,,"FRACYDRAFT_244690","OEU12422.1",501,"hypothetical protein FRACYDRAFT_244690"
"Un","KV784365.1",1447888,1449548,"+",,,"FRACYDRAFT_227764","OEU12423.1",542,"DNase I-like protein"
"Un","KV784365.1",1450698,1451651,"+",,,"FRACYDRAFT_276733","OEU12424.1",200,"hypothetical protein FRACYDRAFT_276733"
"Un","KV784365.1",1452405,1453440,"+",,,"FRACYDRAFT_244693","OEU12425.1",296,"hypothetical protein FRACYDRAFT_244693"
"Un","KV784365.1",1453551,1454723,"-",,,"FRACYDRAFT_270632","OEU12426.1",338,"NAD(P)-binding protein"
"Un","KV784365.1",1457589,1458302,"+",,,"FRACYDRAFT_270633","OEU12427.1",237,"hypothetical protein FRACYDRAFT_270633"
"Un","KV784365.1",1460038,1465594,"+",,,"FRACYDRAFT_244696","OEU12428.1",1746,"hypothetical protein FRACYDRAFT_244696"
"Un","KV784365.1",1466505,1467914,"+",,,"FRACYDRAFT_244697","OEU12429.1",469,"hypothetical protein FRACYDRAFT_244697"
"Un","KV784365.1",1469179,1470204,"+",,,"FRACYDRAFT_270634","OEU12430.1",341,"dihydrodipicolinate reductase"
"Un","KV784365.1",1470474,1472435,"-",,,"FRACYDRAFT_244699","OEU12431.1",653,"hypothetical protein FRACYDRAFT_244699"
"Un","KV784365.1",1472948,1473967,"+",,,"FRACYDRAFT_270635","OEU12432.1",339,"ubiquitin-domain-containing protein"
"Un","KV784365.1",1474110,1475633,"-",,,"FRACYDRAFT_244701","OEU12433.1",507,"hypothetical protein FRACYDRAFT_244701"
"Un","KV784365.1",1478113,1479429,"+",,,"FRACYDRAFT_270636","OEU12434.1",384,"hypothetical protein FRACYDRAFT_270636"
"Un","KV784446.1",8,824,"-",,,"FRACYDRAFT_257493","OEU05901.1",272,"hypothetical protein FRACYDRAFT_257493, partial"
"Un","KV784446.1",11868,14578,"-",,,"FRACYDRAFT_266698","OEU05902.1",865,"hypothetical protein FRACYDRAFT_266698"
"Un","KV784446.1",49516,53501,"+",,,"FRACYDRAFT_257509","OEU05903.1",317,"hypothetical protein FRACYDRAFT_257509"
"Un","KV784446.1",135208,135616,"+",,,"FRACYDRAFT_203650","OEU05904.1",87,"heat shock transcription factor maize, partial"
"Un","KV784600.1",82,747,"+",,,"FRACYDRAFT_258735","OEU05657.1",221,"hypothetical protein FRACYDRAFT_258735"
"Un","KV784499.1",1960,2939,"-",,,"FRACYDRAFT_258494","OEU05731.1",310,"hypothetical protein FRACYDRAFT_258494"
"Un","KV784499.1",4420,5787,"+",,,"FRACYDRAFT_258495","OEU05732.1",159,"hypothetical protein FRACYDRAFT_258495"
"Un","KV784499.1",9654,11567,"-",,,"FRACYDRAFT_204638","OEU05733.1",337,"hypothetical protein FRACYDRAFT_204638, partial"
"Un","KV784375.1",71,923,"-",,,"FRACYDRAFT_248196","OEU09350.1",284,"hypothetical protein FRACYDRAFT_248196, partial"
"Un","KV784375.1",19842,26976,"+",,,"FRACYDRAFT_248200","OEU09351.1",2218,"hypothetical protein FRACYDRAFT_248200"
"Un","KV784375.1",32523,33941,"+",,,"FRACYDRAFT_195107","OEU09352.1",472,"WD40 repeat-like protein"
"Un","KV784375.1",34069,36238,"-",,,"FRACYDRAFT_195311","OEU09353.1",614,"hypothetical protein FRACYDRAFT_195311"
"Un","KV784375.1",37034,39982,"+",,,"FRACYDRAFT_248204","OEU09354.1",825,"hypothetical protein FRACYDRAFT_248204"
"Un","KV784375.1",40591,41446,"-",,,"FRACYDRAFT_228645","OEU09355.1",140,"putative spondyloepiphyseal dysplasia"
"Un","KV784375.1",41765,42616,"+",,,"FRACYDRAFT_248206","OEU09356.1",167,"hypothetical protein FRACYDRAFT_248206"
"Un","KV784375.1",42805,43460,"-",,,"FRACYDRAFT_195046","OEU09357.1",171,"kinase-like protein"
"Un","KV784375.1",45573,46430,"+",,,"FRACYDRAFT_271317","OEU09358.1",285,"S-adenosyl-L-methionine-dependent methyltransferase"
"Un","KV784375.1",47026,47901,"-",,,"FRACYDRAFT_160233","OEU09359.1",292,"hypothetical protein FRACYDRAFT_160233, partial"
"Un","KV784375.1",48268,48786,"+",,,"FRACYDRAFT_195054","OEU09360.1",172,"hypothetical protein FRACYDRAFT_195054"
"Un","KV784375.1",49742,52765,"+",,,"FRACYDRAFT_248211","OEU09361.1",893,"hypothetical protein FRACYDRAFT_248211"
"Un","KV784375.1",52863,54875,"-",,,"FRACYDRAFT_248212","OEU09362.1",670,"hypothetical protein FRACYDRAFT_248212"
"Un","KV784375.1",55290,57675,"-",,,"FRACYDRAFT_195229","OEU09363.1",737,"Metallo-hydrolase/oxidoreductase"
"Un","KV784375.1",58065,60159,"+",,,"FRACYDRAFT_248214","OEU09364.1",655,"hypothetical protein FRACYDRAFT_248214"
"Un","KV784375.1",60490,61488,"-",,,"FRACYDRAFT_271319","OEU09365.1",332,"hypothetical protein FRACYDRAFT_271319"
"Un","KV784375.1",63544,64500,"-",,,"FRACYDRAFT_271320","OEU09366.1",248,"hypothetical protein FRACYDRAFT_271320, partial"
"Un","KV784375.1",65265,67480,"-",,,"FRACYDRAFT_277285","OEU09367.1",476,"hypothetical protein FRACYDRAFT_277285"
"Un","KV784375.1",68125,69393,"-",,,"FRACYDRAFT_212103","OEU09368.1",330,"hypothetical protein FRACYDRAFT_212103"
"Un","KV784375.1",69908,72682,"+",,,"FRACYDRAFT_248218","OEU09369.1",891,"TPR-like protein"
"Un","KV784375.1",73257,74903,"-",,,"FRACYDRAFT_228652","OEU09370.1",474,"WD40 repeat-like protein"
"Un","KV784375.1",75494,76423,"+",,,"FRACYDRAFT_212104","OEU09371.1",309,"hypothetical protein FRACYDRAFT_212104"
"Un","KV784375.1",76608,77282,"-",,,"FRACYDRAFT_212105","OEU09372.1",224,"hypothetical protein FRACYDRAFT_212105"
"Un","KV784375.1",77904,79088,"+",,,"FRACYDRAFT_194850","OEU09373.1",322,"ubiquinone/menaquinone"
"Un","KV784375.1",91730,93166,"+",,"ATM","FRACYDRAFT_194899","OEU09374.1",409,"kinase-like protein"
"Un","KV784375.1",93651,94796,"-",,,"FRACYDRAFT_161272","OEU09375.1",148,"hypothetical protein FRACYDRAFT_161272, partial"
"Un","KV784375.1",97171,97668,"+",,,"FRACYDRAFT_271322","OEU09376.1",165,"40S ribosomal protein S11"
"Un","KV784375.1",98120,101690,"-",,,"FRACYDRAFT_248226","OEU09377.1",1052,"hypothetical protein FRACYDRAFT_248226"
"Un","KV784375.1",102200,104260,"+",,,"FRACYDRAFT_248227","OEU09378.1",686,"hypothetical protein FRACYDRAFT_248227"
"Un","KV784375.1",104337,105647,"-",,,"FRACYDRAFT_195004","OEU09379.1",418,"MFS general substrate transporter"
"Un","KV784375.1",106752,110410,"-",,"Ino80a","FRACYDRAFT_212111","OEU09380.1",910,"SNF2_N-domain-containing protein"
"Un","KV784375.1",112035,113256,"+",,,"FRACYDRAFT_248230","OEU09381.1",309,"hypothetical protein FRACYDRAFT_248230"
"Un","KV784375.1",114174,114785,"+",,,"FRACYDRAFT_271324","OEU09382.1",203,"hypothetical protein FRACYDRAFT_271324"
"Un","KV784375.1",115028,116950,"-",,,"FRACYDRAFT_157190","OEU09383.1",519,"leukotriene A-4 hydrolase, partial"
"Un","KV784375.1",118494,119222,"+",,,"FRACYDRAFT_271325","OEU09384.1",242,"UbiA-domain-containing protein"
"Un","KV784375.1",119494,120447,"-",,,"FRACYDRAFT_248234","OEU09385.1",317,"hypothetical protein FRACYDRAFT_248234"
"Un","KV784375.1",120957,121805,"+",,,"FRACYDRAFT_248235","OEU09386.1",178,"thioredoxin-domain-containing protein"
"Un","KV784375.1",122436,124992,"+",,,"FRACYDRAFT_195141","OEU09387.1",573,"P-loop containing nucleoside triphosphate hydrolase protein, partial"
"Un","KV784375.1",126936,128036,"-",,,"FRACYDRAFT_271327","OEU09388.1",366,"hypothetical protein FRACYDRAFT_271327"
"Un","KV784375.1",128841,129812,"-",,,"FRACYDRAFT_248238","OEU09389.1",323,"cysteine proteinase"
"Un","KV784375.1",130275,132128,"+",,,"FRACYDRAFT_248239","OEU09390.1",617,"hypothetical protein FRACYDRAFT_248239"
"Un","KV784375.1",132799,134472,"+",,,"FRACYDRAFT_194895","OEU09391.1",557,"hypothetical protein FRACYDRAFT_194895"
"Un","KV784375.1",135155,136759,"+",,,"FRACYDRAFT_248241","OEU09392.1",534,"hypothetical protein FRACYDRAFT_248241"
"Un","KV784375.1",137153,138166,"-",,,"FRACYDRAFT_173508","OEU09393.1",337,"hypothetical protein FRACYDRAFT_173508"
"Un","KV784375.1",139443,140841,"-",,,"FRACYDRAFT_264130","OEU09394.1",315,"putative lysine decarboxylase"
"Un","KV784375.1",142157,143733,"+",,,"FRACYDRAFT_194870","OEU09395.1",361,"cysteine proteinase"
"Un","KV784375.1",143868,146476,"-",,,"FRACYDRAFT_248245","OEU09396.1",603,"hypothetical protein FRACYDRAFT_248245"
"Un","KV784375.1",146812,148140,"+",,,"FRACYDRAFT_248246","OEU09397.1",442,"hypothetical protein FRACYDRAFT_248246"
"Un","KV784375.1",148342,149238,"-",,,"FRACYDRAFT_195087","OEU09398.1",298,"TRAUB-domain-containing protein"
"Un","KV784375.1",149972,152337,"+",,,"FRACYDRAFT_156631","OEU09399.1",686,"carbohydrate phosphatase, partial"
"Un","KV784375.1",153140,153808,"-",,,"FRACYDRAFT_161245","OEU09400.1",223,"TPR-like protein, partial"
"Un","KV784375.1",155418,156557,"+",,,"FRACYDRAFT_228669","OEU09401.1",379,"hypothetical protein FRACYDRAFT_228669"
"Un","KV784375.1",157305,158076,"-",,"LHC1","FRACYDRAFT_271330","OEU09402.1",207,"chlorophyll a/b-binding protein"
"Un","KV784375.1",159224,159847,"-",,"LHCF7","FRACYDRAFT_271332","OEU09403.1",207,"fucoxanthin chlorophyll a/c-binding protein precursor"
"Un","KV784375.1",160331,162494,"+",,,"FRACYDRAFT_194859","OEU09404.1",508,"S-adenosyl-L-methionine-dependent methyltransferase"
"Un","KV784375.1",162789,164166,"-",,,"FRACYDRAFT_277297","OEU09405.1",341,"Pkinase-domain-containing protein"
"Un","KV784375.1",164834,166345,"+",,,"FRACYDRAFT_248255","OEU09406.1",503,"hypothetical protein FRACYDRAFT_248255"
"Un","KV784375.1",166402,167531,"-",,,"FRACYDRAFT_212132","OEU09407.1",191,"cyclophilin-type peptidyl-prolyl cis-trans isomerase"
"Un","KV784375.1",168148,169505,"+",,,"FRACYDRAFT_228674","OEU09408.1",407,"chorismate synthase"
"Un","KV784375.1",169968,170736,"-",,,"FRACYDRAFT_264135","OEU09409.1",158,"hypothetical protein FRACYDRAFT_264135"
"Un","KV784375.1",171892,173165,"+",,,"FRACYDRAFT_173527","OEU09410.1",363,"NAD(P)-binding protein"
"Un","KV784375.1",173506,175797,"-",,,"FRACYDRAFT_248260","OEU09411.1",708,"hypothetical protein FRACYDRAFT_248260"
"Un","KV784375.1",176454,177338,"-",,,"FRACYDRAFT_271336","OEU09412.1",214,"hypothetical protein FRACYDRAFT_271336"
"Un","KV784375.1",182091,183307,"+",,,"FRACYDRAFT_212142","OEU09413.1",253,"kinase-like protein"
"Un","KV784375.1",184036,184779,"-",,,"FRACYDRAFT_248263","OEU09414.1",158,"hypothetical protein FRACYDRAFT_248263"
"Un","KV784375.1",186620,188134,"+",,,"FRACYDRAFT_264139","OEU09415.1",453,"hypothetical protein FRACYDRAFT_264139"
"Un","KV784375.1",188355,189581,"-",,,"FRACYDRAFT_248265","OEU09416.1",408,"hypothetical protein FRACYDRAFT_248265"
"Un","KV784375.1",191833,192746,"-",,,"FRACYDRAFT_159768","OEU09417.1",216,"hypothetical protein FRACYDRAFT_159768, partial"
"Un","KV784375.1",193678,195042,"+",,,"FRACYDRAFT_248267","OEU09418.1",398,"hypothetical protein FRACYDRAFT_248267"
"Un","KV784375.1",195586,196860,"+",,,"FRACYDRAFT_248268","OEU09419.1",396,"hypothetical protein FRACYDRAFT_248268"
"Un","KV784375.1",197015,197698,"-",,,"FRACYDRAFT_264140","OEU09420.1",227,"hypothetical protein FRACYDRAFT_264140"
"Un","KV784375.1",198248,199060,"+",,,"FRACYDRAFT_248270","OEU09421.1",270,"hypothetical protein FRACYDRAFT_248270"
"Un","KV784375.1",200761,202629,"+",,,"FRACYDRAFT_248271","OEU09422.1",622,"hypothetical protein FRACYDRAFT_248271"
"Un","KV784375.1",202779,203814,"-",,,"FRACYDRAFT_248272","OEU09423.1",203,"hypothetical protein FRACYDRAFT_248272"
"Un","KV784375.1",204341,205123,"-",,,"FRACYDRAFT_271337","OEU09424.1",260,"hypothetical protein FRACYDRAFT_271337"
"Un","KV784375.1",205734,206774,"+",,,"FRACYDRAFT_212147","OEU09425.1",194,"ras-related small GTPase Rab5"
"Un","KV784375.1",207748,209670,"+",,,"FRACYDRAFT_248275","OEU09426.1",640,"NOC3p-domain-containing protein"
"Un","KV784375.1",209948,210763,"-",,,"FRACYDRAFT_248276","OEU09427.1",271,"hypothetical protein FRACYDRAFT_248276"
"Un","KV784375.1",213984,214226,"+",,,"FRACYDRAFT_145042","OEU09428.1",81,"hypothetical protein FRACYDRAFT_145042, partial"
"Un","KV784375.1",216944,217789,"-",,,"FRACYDRAFT_195198","OEU09429.1",281,"protein serine/threonine phosphatase 2C, partial"
"Un","KV784375.1",219370,220311,"+",,,"FRACYDRAFT_173538","OEU09430.1",297,"zf-DHHC-domain-containing protein"
"Un","KV784375.1",225217,227561,"-",,,"FRACYDRAFT_248281","OEU09431.1",491,"hypothetical protein FRACYDRAFT_248281"
"Un","KV784375.1",228034,229663,"+",,,"FRACYDRAFT_195011","OEU09432.1",424,"clathrin adaptor, mu subunit"
"Un","KV784375.1",229992,231719,"-",,,"FRACYDRAFT_264145","OEU09433.1",575,"hypothetical protein FRACYDRAFT_264145"
"Un","KV784375.1",232175,232651,"-",,,"FRACYDRAFT_271340","OEU09434.1",158,"hypothetical protein FRACYDRAFT_271340"
"Un","KV784375.1",234334,235399,"-",,,"FRACYDRAFT_228682","OEU09435.1",158,"Adaptor protein complex sigma subunit"
"Un","KV784375.1",235800,238013,"+",,,"FRACYDRAFT_147703","OEU09436.1",453,"hypothetical protein FRACYDRAFT_147703, partial"
"Un","KV784375.1",238122,239036,"-",,,"FRACYDRAFT_271341","OEU09437.1",304,"hypothetical protein FRACYDRAFT_271341"
"Un","KV784375.1",242688,243327,"+",,,"FRACYDRAFT_151950","OEU09438.1",173,"hypothetical protein FRACYDRAFT_151950, partial"
"Un","KV784375.1",244095,248482,"+",,"RecQ5a","FRACYDRAFT_248290","OEU09439.1",1221,"ATP-dependent DNA helicase"
"Un","KV784375.1",250055,259925,"-",,,"FRACYDRAFT_248291","OEU09440.1",2358,"hypothetical protein FRACYDRAFT_248291"
"Un","KV784375.1",273413,274830,"+",,,"FRACYDRAFT_212156","OEU09441.1",427,"hypothetical protein FRACYDRAFT_212156, partial"
"Un","KV784375.1",275126,276490,"-",,,"FRACYDRAFT_248295","OEU09442.1",409,"hypothetical protein FRACYDRAFT_248295"
"Un","KV784375.1",278003,279185,"+",,"hCDK1","FRACYDRAFT_228685","OEU09443.1",360,"putative MAP kinase"
"Un","KV784375.1",280273,283867,"-",,,"FRACYDRAFT_248297","OEU09444.1",1108,"hypothetical protein FRACYDRAFT_248297"
"Un","KV784375.1",285044,286291,"+",,,"FRACYDRAFT_212158","OEU09445.1",267,"hypothetical protein FRACYDRAFT_212158"
"Un","KV784375.1",287332,288941,"+",,,"FRACYDRAFT_212160","OEU09446.1",360,"Josephin-domain-containing protein"
"Un","KV784375.1",289356,290416,"+",,"SFGH1","FRACYDRAFT_212164","OEU09447.1",300,"S-formylglutathione hydrolase"
"Un","KV784375.1",291174,291383,"-",,,"FRACYDRAFT_194954","OEU09448.1",69,"ribosomal protein L38"
"Un","KV784375.1",292323,292898,"+",,,"FRACYDRAFT_271343","OEU09449.1",191,"hypothetical protein FRACYDRAFT_271343"
"Un","KV784375.1",293205,294354,"-",,"MIP1","FRACYDRAFT_248301","OEU09641.1",349,"major intrinsic protein family transmembrane channel"
"Un","KV784375.1",304794,305645,"+",,,"FRACYDRAFT_248303","OEU09450.1",283,"hypothetical protein FRACYDRAFT_248303"
"Un","KV784375.1",307611,308743,"+",,,"FRACYDRAFT_271344","OEU09451.1",233,"hypothetical protein FRACYDRAFT_271344"
"Un","KV784375.1",310177,311880,"+",,,"FRACYDRAFT_195199","OEU09452.1",467,"Peptidase_M17-domain-containing protein"
"Un","KV784375.1",312076,312833,"-",,,"FRACYDRAFT_271345","OEU09453.1",209,"hypothetical protein FRACYDRAFT_271345"
"Un","KV784375.1",313388,314604,"+",,,"FRACYDRAFT_149097","OEU09454.1",302,"SBF-domain-containing protein, partial"
"Un","KV784375.1",315651,317077,"-",,,"FRACYDRAFT_228695","OEU09455.1",341,"SBF-domain-containing protein"
"Un","KV784375.1",317980,319761,"+",,,"FRACYDRAFT_248309","OEU09456.1",569,"hypothetical protein FRACYDRAFT_248309"
"Un","KV784375.1",320604,323454,"+",,,"FRACYDRAFT_212170","OEU09457.1",774,"acyl-CoA dehydrogenase-like protein"
"Un","KV784375.1",323782,326507,"-",,,"FRACYDRAFT_277313","OEU09458.1",769,"Alpha_kinase-domain-containing protein"
"Un","KV784375.1",327208,328800,"+",,,"FRACYDRAFT_138893","OEU09459.1",394,"Ssl1-domain-containing protein, partial"
"Un","KV784375.1",329093,329785,"-",,,"FRACYDRAFT_271347","OEU09460.1",230,"hypothetical protein FRACYDRAFT_271347"
"Un","KV784375.1",334609,335610,"+",,,"FRACYDRAFT_212175","OEU09461.1",297,"NAD(P)-binding protein"
"Un","KV784375.1",335766,338513,"-",,,"FRACYDRAFT_248315","OEU09462.1",880,"hypothetical protein FRACYDRAFT_248315"
"Un","KV784375.1",339301,340034,"+",,,"FRACYDRAFT_248316","OEU09463.1",189,"hypothetical protein FRACYDRAFT_248316"
"Un","KV784375.1",341330,342171,"+",,,"FRACYDRAFT_150834","OEU09464.1",199,"chaperone binding protein, partial"
"Un","KV784375.1",342419,343144,"-",,,"FRACYDRAFT_152052","OEU09465.1",242,"protein serine/threonine phosphatase 2C, partial"
"Un","KV784375.1",345173,348796,"-",,,"FRACYDRAFT_248319","OEU09466.1",1207,"PH-domain-containing protein"
"Un","KV784375.1",350203,351573,"+",,,"FRACYDRAFT_212179","OEU09467.1",456,"GTP_EFTU-domain-containing protein"
"Un","KV784375.1",351823,353239,"-",,,"FRACYDRAFT_271348","OEU09468.1",442,"ARM repeat-containing protein"
"Un","KV784375.1",354656,355786,"-",,,"FRACYDRAFT_248322","OEU09469.1",376,"hypothetical protein FRACYDRAFT_248322"
"Un","KV784375.1",357039,357677,"+",,,"FRACYDRAFT_195221","OEU09470.1",213,"DUF273-domain-containing protein, partial"
"Un","KV784375.1",359940,361121,"+",,,"FRACYDRAFT_195059","OEU09471.1",393,"hypothetical protein FRACYDRAFT_195059"
"Un","KV784375.1",361917,363781,"+",,,"FRACYDRAFT_264161","OEU09472.1",446,"mitochondrial carrier"
"Un","KV784375.1",365105,367106,"-",,,"FRACYDRAFT_194942","OEU09473.1",508,"P-loop containing nucleoside triphosphate hydrolase protein, partial"
"Un","KV784375.1",369379,370050,"-",,,"FRACYDRAFT_248326","OEU09474.1",223,"hypothetical protein FRACYDRAFT_248326"
"Un","KV784375.1",371361,372588,"+",,,"FRACYDRAFT_248327","OEU09475.1",354,"hypothetical protein FRACYDRAFT_248327"
"Un","KV784375.1",372737,373921,"+",,,"FRACYDRAFT_248328","OEU09476.1",394,"hypothetical protein FRACYDRAFT_248328"
"Un","KV784375.1",375541,377460,"+",,,"FRACYDRAFT_248329","OEU09477.1",584,"FAD/NAD(P)-binding domain-containing protein"
"Un","KV784375.1",377659,383536,"-",,,"FRACYDRAFT_195230","OEU09478.1",1877,"hypothetical protein FRACYDRAFT_195230"
"Un","KV784375.1",384038,385612,"+",,,"FRACYDRAFT_264163","OEU09479.1",524,"hypothetical protein FRACYDRAFT_264163"
"Un","KV784375.1",385998,387332,"-",,,"FRACYDRAFT_248332","OEU09480.1",444,"hypothetical protein FRACYDRAFT_248332"
"Un","KV784375.1",387874,394125,"+",,,"FRACYDRAFT_248333","OEU09481.1",1892,"hypothetical protein FRACYDRAFT_248333"
"Un","KV784375.1",394590,395804,"-",,,"FRACYDRAFT_248334","OEU09482.1",338,"hypothetical protein FRACYDRAFT_248334"
"Un","KV784375.1",396422,397558,"+",,,"FRACYDRAFT_264164","OEU09483.1",238,"hypothetical protein FRACYDRAFT_264164"
"Un","KV784375.1",398620,399101,"+",,,"FRACYDRAFT_228705","OEU09484.1",139,"ribosomal protein L22e"
"Un","KV784375.1",399716,401163,"-",,,"FRACYDRAFT_248337","OEU09485.1",454,"hypothetical protein FRACYDRAFT_248337"
"Un","KV784375.1",406628,407366,"+",,,"FRACYDRAFT_173575","OEU09486.1",159,"Ribosomal_L24e-domain-containing protein"
"Un","KV784375.1",409142,411289,"+",,,"FRACYDRAFT_277320","OEU09487.1",627,"putative isopropylmalate synthase plastid precursor"
"Un","KV784375.1",411525,412364,"-",,,"FRACYDRAFT_195023","OEU09488.1",220,"ATP-dependent Clp protease, proteolytic subunit ClpP"
"Un","KV784375.1",415368,416240,"+",,,"FRACYDRAFT_271354","OEU09489.1",290,"hypothetical protein FRACYDRAFT_271354"
"Un","KV784375.1",416465,418099,"-",,,"FRACYDRAFT_195218","OEU09490.1",494,"SKIP_SNW-domain-containing protein"
"Un","KV784375.1",419039,419884,"-",,,"FRACYDRAFT_271355","OEU09491.1",281,"hypothetical protein FRACYDRAFT_271355"
"Un","KV784375.1",420499,421578,"-",,,"FRACYDRAFT_248345","OEU09492.1",359,"hypothetical protein FRACYDRAFT_248345"
"Un","KV784375.1",422231,422909,"+",,,"FRACYDRAFT_220508","OEU09493.1",172,"hypothetical protein FRACYDRAFT_220508"
"Un","KV784375.1",423798,427725,"+",,,"FRACYDRAFT_277325","OEU09494.1",1226,"beta and beta-prime subunits of DNA dependent RNA-polymerase"
"Un","KV784375.1",428027,429615,"-",,,"FRACYDRAFT_195188","OEU09495.1",394,"nucleotide-binding domain-containing protein"
"Un","KV784375.1",433366,433554,"+",,,"FRACYDRAFT_144910","OEU09496.1",63,"hypothetical protein FRACYDRAFT_144910, partial"
"Un","KV784375.1",434025,434456,"+",,,"FRACYDRAFT_163037","OEU09497.1",144,"N-acetyltransferase 11, isoform CRA_b, partial"
"Un","KV784375.1",434770,436419,"-",,"PSY2","FRACYDRAFT_264173","OEU09640.1",495,"Phytoene synthase"
"Un","KV784375.1",437344,440412,"+",,,"FRACYDRAFT_195255","OEU09498.1",940,"Myosin_head-domain-containing protein, partial"
"Un","KV784375.1",441643,442921,"+",,,"FRACYDRAFT_271358","OEU09499.1",351,"hypothetical protein FRACYDRAFT_271358"
"Un","KV784375.1",443310,444391,"-",,,"FRACYDRAFT_142012","OEU09500.1",235,"hypothetical protein FRACYDRAFT_142012, partial"
"Un","KV784375.1",444981,445952,"+",,,"FRACYDRAFT_220511","OEU09501.1",217,"DUF292-domain-containing protein, partial"
"Un","KV784375.1",446834,448997,"-",,,"FRACYDRAFT_212205","OEU09502.1",630,"hypothetical protein FRACYDRAFT_212205"
"Un","KV784375.1",449980,451430,"+",,,"FRACYDRAFT_158572","OEU09503.1",373,"hypothetical protein FRACYDRAFT_158572, partial"
"Un","KV784375.1",451627,454381,"-",,,"FRACYDRAFT_194953","OEU09504.1",683,"hypothetical protein FRACYDRAFT_194953"
"Un","KV784375.1",455354,455662,"+",,,"FRACYDRAFT_164744","OEU09505.1",103,"hypothetical protein FRACYDRAFT_164744, partial"
"Un","KV784375.1",456209,457371,"-",,,"FRACYDRAFT_212206","OEU09506.1",286,"Cytochrom_C1-domain-containing protein"
"Un","KV784375.1",458790,459350,"+",,,"FRACYDRAFT_271361","OEU09507.1",186,"hypothetical protein FRACYDRAFT_271361"
"Un","KV784375.1",460446,463581,"+",,,"FRACYDRAFT_248360","OEU09508.1",779,"hypothetical protein FRACYDRAFT_248360"
"Un","KV784375.1",463873,465567,"-",,,"FRACYDRAFT_195266","OEU09509.1",564,"imidazole glycerol phosphate synthase HisHF"
"Un","KV784375.1",466510,467058,"-",,,"FRACYDRAFT_195102","OEU09510.1",182,"hypothetical protein FRACYDRAFT_195102"
"Un","KV784375.1",468287,468454,"-",,,"FRACYDRAFT_165604","OEU09511.1",56,"hypothetical protein FRACYDRAFT_165604, partial"
"Un","KV784375.1",470189,471475,"+",,,"FRACYDRAFT_248363","OEU09512.1",377,"hypothetical protein FRACYDRAFT_248363"
