"","accession","proteinId","Description","logFC","logCPM","PValue","DE_origin","de_dir","K_no","A","B","C","D","E","FF","G","H"
"244","OEU18800.1","237081","T-complex protein 1 ",-1.30226106172696,9.48497142404153,0.00756341884447461,"int",-1,"K09496","Cellular Processes","Transport and catabolism","Exosome [BR:ko04147]","Exosomal proteins","Exosomal proteins of colorectal cancer cells","","",""
"245","OEU18800.1","237081","T-complex protein 1 ",-1.30226106172696,9.48497142404153,0.00756341884447461,"int",-1,"K09496","Cellular Processes","Transport and catabolism","Exosome [BR:ko04147]","Exosomal proteins","Exosomal proteins of bladder cancer cells","","",""
"246","OEU09370.1","228652","WD40 repeat-like protein ",-0.965639034259772,10.268207318434,0.0078872761952434,"int",-1,"K14830","Genetic Information Processing","Translation","Ribosome biogenesis [BR:ko03009]","Eukaryotic Type","Pre-60S particles","Other pre-60S particles","",""
"247","OEU20434.1","216468","RraA-like protein ",0.850536482397177,10.0174982957332,0.00801661570591949,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"248","OEU09038.1","271650","hypothetical protein FRACYDRAFT_271650 ",-0.740206816128498,10.5793992447288,0.00829150980706933,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"249","OEU06473.1","265856","hypothetical protein FRACYDRAFT_265856 ",1.16373040395673,10.726264595272,0.0083451890442671,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"250","OEU15467.1","269372","Triosephosphate isomerase ",-0.661464032399331,12.2290183477318,0.00867636358443744,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"251","OEU17549.1","225310","Adaptor protein complex AP-1 gamma subunit ",0.988363832796532,9.26967237795795,0.0087363619428008,"int",1,"K12391","Cellular Processes","Transport and catabolism","Lysosome [PATH:ko04142]","","","","",""
"252","OEU17549.1","225310","Adaptor protein complex AP-1 gamma subunit ",0.988363832796532,9.26967237795795,0.0087363619428008,"int",1,"K12391","Genetic Information Processing","Folding, sorting and degradation","Membrane trafficking [BR:ko04131]","Endosome - Golgi transport","Others","AP-1 complex","",""
"253","OEU11139.1","211512","putative 6-phosphogluconate dehydrogenase ",1.44790694750825,10.236509441384,0.00873992747581611,"int",1,"K00033","Metabolism","Carbohydrate metabolism","Pentose phosphate pathway [PATH:ko00030]","","","","",""
"254","OEU11139.1","211512","putative 6-phosphogluconate dehydrogenase ",1.44790694750825,10.236509441384,0.00873992747581611,"int",1,"K00033","Metabolism","Metabolism of other amino acids","Glutathione metabolism [PATH:ko00480]","","","","",""
"255","OEU09673.1","228584","Trypanothione reductase ",-1.2158120045014,9.31839236398833,0.00876070619651097,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"256","OEU22140.1","215974","Sm-like ribonucleo protein, partial ",-1.0889053378258,10.3597854368789,0.00897618660652358,"int",-1,"K11086","Genetic Information Processing","Transcription","Spliceosome [PATH:ko03040]","","","","",""
"257","OEU22140.1","215974","Sm-like ribonucleo protein, partial ",-1.0889053378258,10.3597854368789,0.00897618660652358,"int",-1,"K11086","Genetic Information Processing","Transcription","Spliceosome [BR:ko03041]","Complex A","U1 snRNP components","Sm proteins","",""
"258","OEU22140.1","215974","Sm-like ribonucleo protein, partial ",-1.0889053378258,10.3597854368789,0.00897618660652358,"int",-1,"K11086","Genetic Information Processing","Transcription","Spliceosome [BR:ko03041]","Complex A","U2 snRNP components","Sm proteins","",""
"259","OEU22140.1","215974","Sm-like ribonucleo protein, partial ",-1.0889053378258,10.3597854368789,0.00897618660652358,"int",-1,"K11086","Genetic Information Processing","Transcription","Spliceosome [BR:ko03041]","Complex B","U1 snRNP components","Sm proteins","",""
"260","OEU22140.1","215974","Sm-like ribonucleo protein, partial ",-1.0889053378258,10.3597854368789,0.00897618660652358,"int",-1,"K11086","Genetic Information Processing","Transcription","Spliceosome [BR:ko03041]","Complex B","U2 snRNP components","Sm proteins","",""
"261","OEU22140.1","215974","Sm-like ribonucleo protein, partial ",-1.0889053378258,10.3597854368789,0.00897618660652358,"int",-1,"K11086","Genetic Information Processing","Transcription","Spliceosome [BR:ko03041]","Complex B","U4/U6.U5 tri-snRNP components","Sm proteins","",""
"262","OEU22140.1","215974","Sm-like ribonucleo protein, partial ",-1.0889053378258,10.3597854368789,0.00897618660652358,"int",-1,"K11086","Genetic Information Processing","Transcription","Spliceosome [BR:ko03041]","Complex C","U2 snRNP components","Sm proteins","",""
"263","OEU22140.1","215974","Sm-like ribonucleo protein, partial ",-1.0889053378258,10.3597854368789,0.00897618660652358,"int",-1,"K11086","Genetic Information Processing","Transcription","Spliceosome [BR:ko03041]","Complex C","U4/U6.U5 tri-snRNP components","Sm proteins","",""
"264","OEU22140.1","215974","Sm-like ribonucleo protein, partial ",-1.0889053378258,10.3597854368789,0.00897618660652358,"int",-1,"K11086","Genetic Information Processing","Replication and repair","DNA replication proteins [BR:ko03032]","Eukaryotic Type","DNA Replication Termination Factors","Telomerase complex (fungi)","Sm core complex",""
"265","OEU12494.1","191288","hypothetical protein FRACYDRAFT_191288, partial ",-0.802831465886308,11.3652533960955,0.00917192717621494,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"266","OEU18900.1","182579","hypothetical protein FRACYDRAFT_182579 ",0.956885980952994,9.52131354610902,0.00934970303553554,"int",1,"K14617","Unknown",NA,NA,NA,NA,NA,NA,NA
"267","OEU20131.1","236198","hypothetical protein FRACYDRAFT_236198 ",-1.54669414834352,8.96154584467261,0.0102205306342253,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"268","OEU14823.1","269688","extrinsic protein in photosystem II ",-0.911888126633436,10.8459299409388,0.0107978311628806,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"269","OEU19975.1","260174","protein prenylyltransferase ",-1.17127891272463,9.30612565712192,0.0108009863807149,"int",-1,"K14050","Metabolism","Metabolism of terpenoids and polyketides","Prenyltransferases [BR:ko01006]","Protein prenylation","Rab geranylgeranyltransferase","","",""
"270","OEU19975.1","260174","protein prenylyltransferase ",-1.17127891272463,9.30612565712192,0.0108009863807149,"int",-1,"K14050","Genetic Information Processing","Folding, sorting and degradation","Membrane trafficking [BR:ko04131]","Exocytosis","Small GTPases and associated proteins","Rab associated proteins","",""
"271","OEU19975.1","260174","protein prenylyltransferase ",-1.17127891272463,9.30612565712192,0.0108009863807149,"int",-1,"K14050","Genetic Information Processing","Folding, sorting and degradation","Membrane trafficking [BR:ko04131]","Endosome - Lysosome transport","Rab GTPases and associated proteins","Rab associated proteins","",""
"272","OEU23729.1","205256","4-Diphosphocytidyl-2-C-methyl-D-erythritol synthase ",-0.773779335300884,10.1320672685225,0.0108903307157681,"int",-1,"K00991","Metabolism","Metabolism of terpenoids and polyketides","Terpenoid backbone biosynthesis [PATH:ko00900]","","","","",""
"273","OEU18748.1","182880","hypothetical protein FRACYDRAFT_182880 ",5.07798510120485,13.6916748212248,0.0114549682254424,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"274","OEU11299.1","270952","hypothetical protein FRACYDRAFT_270952 ",-0.984048274854426,9.60646915290027,0.0115045695936746,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"275","OEU15300.1","269308","kinase domain-containing protein ",0.730357261695599,10.2604155275828,0.011600989285922,"int",1,"K08794","Metabolism","Enzyme families","Protein kinases [BR:ko01001]","Serine/threonine protein kinases: CAMK group","CAMK1 family [OT]","","",""
"276","OEU11757.1","263309","hypothetical protein FRACYDRAFT_263309 ",1.22733226588547,8.71218852912084,0.0118565615549341,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"277","OEU17909.1","238339","hypothetical protein FRACYDRAFT_238339 ",1.50785354724072,10.3113462006789,0.0118974790475193,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"278","OEU17651.1","268766","FAD-linked oxidoreductase ",-1.07549694060733,9.31997971318735,0.011913878934833,"int",-1,"K00318","Metabolism","Amino acid metabolism","Arginine and proline metabolism [PATH:ko00330]","","","","",""
"279","OEU15623.1","209078","Peptidase_M16-domain-containing protein ",-1.32486528536231,9.4193771179845,0.0119447039070947,"int",-1,"K01408","Metabolism","Enzyme families","Peptidases [BR:ko01002]","Metallo Peptidases","Family M16: pitrilysin family","","",""
"280","OEU20689.1","205957","Ribonuc_red_lgC-domain-containing protein ",-1.05429752997145,9.26943584009557,0.0119826559339701,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"281","OEU12919.1","263086","hypothetical protein FRACYDRAFT_263086 ",-1.04437173718073,9.41038561012872,0.012043994380258,"int",-1,"K00366","Metabolism","Energy metabolism","Nitrogen metabolism [PATH:ko00910]","","","","",""
"282","OEU10909.1","246784","hypothetical protein FRACYDRAFT_246784 ",-0.814597192301941,10.2384093060515,0.0121809699698458,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"283","OEU20087.1","268171","hypothetical protein FRACYDRAFT_268171, partial ",-0.839235711086038,10.2902793464887,0.012603053226722,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"284","OEU11984.1","211208","casein kinase I delta ",-1.4890012482526,9.26227065034743,0.0127351338885211,"int",-1,"K08959","Environmental Information Processing","Signal transduction","Hedgehog signaling pathway [PATH:ko04340]","","","","",""
"285","OEU11984.1","211208","casein kinase I delta ",-1.4890012482526,9.26227065034743,0.0127351338885211,"int",-1,"K08959","Environmental Information Processing","Signal transduction","Hippo signaling pathway [PATH:ko04390]","","","","",""
"286","OEU11984.1","211208","casein kinase I delta ",-1.4890012482526,9.26227065034743,0.0127351338885211,"int",-1,"K08959","Cellular Processes","Cellular community - eukaryotes","Gap junction [PATH:ko04540]","","","","",""
"287","OEU11984.1","211208","casein kinase I delta ",-1.4890012482526,9.26227065034743,0.0127351338885211,"int",-1,"K08959","Metabolism","Enzyme families","Protein kinases [BR:ko01001]","Serine/threonine protein kinases: CK1 group","CK1 family [OT]","","",""
"288","OEU11984.1","211208","casein kinase I delta ",-1.4890012482526,9.26227065034743,0.0127351338885211,"int",-1,"K08959","Genetic Information Processing","Replication and repair","Chromosome and associated proteins [BR:ko03036]","Eukaryotic Type","Centrosome formation and ciliogenesis proteins","Kinases and associated factors","",""
"289","OEU16010.1","186955","pyruvate carboxylase ",-1.08158120624744,9.47402744134959,0.0128354675152671,"int",-1,"K01958","Metabolism","Carbohydrate metabolism","Citrate cycle (TCA cycle) [PATH:ko00020]","","","","",""
"290","OEU16010.1","186955","pyruvate carboxylase ",-1.08158120624744,9.47402744134959,0.0128354675152671,"int",-1,"K01958","Metabolism","Carbohydrate metabolism","Pyruvate metabolism [PATH:ko00620]","","","","",""
"291","OEU18398.1","183391","DEAD-domain-containing protein ",-0.800663492916969,10.0242205300567,0.0134835565172535,"int",-1,"K12823","Genetic Information Processing","Transcription","Spliceosome [PATH:ko03040]","","","","",""
"292","OEU18398.1","183391","DEAD-domain-containing protein ",-0.800663492916969,10.0242205300567,0.0134835565172535,"int",-1,"K12823","Genetic Information Processing","Transcription","Spliceosome [BR:ko03041]","Complex A","U1 snRNP components","U1 related factors","",""
"293","OEU18398.1","183391","DEAD-domain-containing protein ",-0.800663492916969,10.0242205300567,0.0134835565172535,"int",-1,"K12823","Genetic Information Processing","Transcription","Spliceosome [BR:ko03041]","Complex B","U1 snRNP components","U1 related factors","",""
"294","OEU18398.1","183391","DEAD-domain-containing protein ",-0.800663492916969,10.0242205300567,0.0134835565172535,"int",-1,"K12823","Genetic Information Processing","Translation","Ribosome biogenesis [BR:ko03009]","Eukaryotic Type","Pre-60S particles","Helicases","",""
"295","OEU18742.1","217304","hypothetical protein FRACYDRAFT_217304 ",1.05726722771221,9.06433603676749,0.0135353516406265,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"296","OEU20457.1","267643","NAD(P)-binding protein ",-2.08852755009732,9.57095592134029,0.0138016455958992,"int",-1,"K00344","Unknown",NA,NA,NA,NA,NA,NA,NA
"297","OEU21875.1","232020","hypothetical protein FRACYDRAFT_232020 ",1.69893682581907,7.9367717362738,0.014229494892988,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"298","OEU11005.1","270904","Band_7-domain-containing protein ",1.02891124281172,12.0081819047898,0.0146417864761452,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"299","OEU20597.1","267694","eukaryotic translation initiation factor 2 subunit alpha ",1.31960652160722,8.96848696184279,0.0147306042622061,"int",1,"K03237","Genetic Information Processing","Translation","RNA transport [PATH:ko03013]","","","","",""
"300","OEU20597.1","267694","eukaryotic translation initiation factor 2 subunit alpha ",1.31960652160722,8.96848696184279,0.0147306042622061,"int",1,"K03237","Genetic Information Processing","Folding, sorting and degradation","Protein processing in endoplasmic reticulum [PATH:ko04141]","","","","",""
"301","OEU20597.1","267694","eukaryotic translation initiation factor 2 subunit alpha ",1.31960652160722,8.96848696184279,0.0147306042622061,"int",1,"K03237","Cellular Processes","Cell growth and death","Apoptosis [PATH:ko04210]","","","","",""
"302","OEU20597.1","267694","eukaryotic translation initiation factor 2 subunit alpha ",1.31960652160722,8.96848696184279,0.0147306042622061,"int",1,"K03237","Genetic Information Processing","Translation","Translation factors [BR:ko03012]","Eukaryotic Type","Initiation factors","eIF-2","",""
"303","OEU16607.1","208380","zeaxanthin epoxidase ",-0.73622556445942,10.9953629591012,0.0151623082460801,"int",-1,"K09838","Metabolism","Metabolism of terpenoids and polyketides","Carotenoid biosynthesis [PATH:ko00906]","","","","",""
"304","OEU16909.1","156996","hypothetical protein FRACYDRAFT_156996, partial ",-1.16922115175616,9.32557554324379,0.0152840692238233,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"305","1773362895",NA,"Mg-protoporphyrin IX chelatase (chloroplast) [Fragilariopsis cylindrus]",-0.877069219946477,10.3637384460826,0.0153483603835455,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"306","OEU18675.1","236954","hypothetical protein FRACYDRAFT_236954 ",-0.855336407653532,10.263874675814,0.0153484410583233,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"307","OEU21733.1","231878","hypothetical protein FRACYDRAFT_231878 ",-0.663980037225002,10.7219895352575,0.0159159011322783,"int",-1,"K14721","Metabolism","Nucleotide metabolism","Purine metabolism [PATH:ko00230]","","","","",""
"308","OEU21733.1","231878","hypothetical protein FRACYDRAFT_231878 ",-0.663980037225002,10.7219895352575,0.0159159011322783,"int",-1,"K14721","Metabolism","Nucleotide metabolism","Pyrimidine metabolism [PATH:ko00240]","","","","",""
"309","OEU21733.1","231878","hypothetical protein FRACYDRAFT_231878 ",-0.663980037225002,10.7219895352575,0.0159159011322783,"int",-1,"K14721","Genetic Information Processing","Transcription","RNA polymerase [PATH:ko03020]","","","","",""
"310","OEU21733.1","231878","hypothetical protein FRACYDRAFT_231878 ",-0.663980037225002,10.7219895352575,0.0159159011322783,"int",-1,"K14721","Genetic Information Processing","Transcription","Transcription machinery [BR:ko03021]","Eukaryotic type","RNA polymerase III system","RNA polymerase III","Pol III specific subunits",""
"311","OEU15012.1","269187","ribulose-1,5-bisphosphate carboxylase-like protein ",-0.775335764501045,10.1106489942985,0.0159170666786109,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"312","OEU15501.1","170235","ribosomal protein L13 ",-0.794233195587961,9.97763040784568,0.016004309939042,"int",-1,"K02872","Genetic Information Processing","Translation","Ribosome [PATH:ko03010]","","","","",""
"313","OEU15501.1","170235","ribosomal protein L13 ",-0.794233195587961,9.97763040784568,0.016004309939042,"int",-1,"K02872","Genetic Information Processing","Translation","Ribosome [BR:ko03011]","Ribosomal Proteins","Eukaryotes","Large subunit","",""
"314","OEU18465.1","206967","actin depolymerazing factor ",0.831669986909712,9.64469741930652,0.0166535055517847,"int",1,"K05765","Cellular Processes","Cell motility","Regulation of actin cytoskeleton [PATH:ko04810]","","","","",""
"315","OEU18465.1","206967","actin depolymerazing factor ",0.831669986909712,9.64469741930652,0.0166535055517847,"int",1,"K05765","Genetic Information Processing","Folding, sorting and degradation","Membrane trafficking [BR:ko04131]","Others","Actin-binding proteins","Others","",""
"316","OEU18465.1","206967","actin depolymerazing factor ",0.831669986909712,9.64469741930652,0.0166535055517847,"int",1,"K05765","Cellular Processes","Transport and catabolism","Exosome [BR:ko04147]","Exosomal proteins","Proteins found in most exosomes","","",""
"317","OEU18465.1","206967","actin depolymerazing factor ",0.831669986909712,9.64469741930652,0.0166535055517847,"int",1,"K05765","Cellular Processes","Cell motility","Cytoskeleton proteins [BR:ko04812]","Eukaryotic cytoskeleton proteins","Actin filaments / Microfilaments","Actin-binding proteins","ADF / Cofilin",""
"318","OEU21653.1","267781","geranylgeranyl reductase ",-1.03081032424827,9.6571182819648,0.0168424287179385,"int",-1,"K10960","Metabolism","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism [PATH:ko00860]","","","","",""
"319","OEU21653.1","267781","geranylgeranyl reductase ",-1.03081032424827,9.6571182819648,0.0168424287179385,"int",-1,"K10960","Metabolism","Metabolism of terpenoids and polyketides","Terpenoid backbone biosynthesis [PATH:ko00900]","","","","",""
"320","OEU15628.1","269435","putative nucleoside-diphosphate kinase ",-1.02186628055294,9.42255670122936,0.016983372515648,"int",-1,"K00940","Metabolism","Nucleotide metabolism","Purine metabolism [PATH:ko00230]","","","","",""
"321","OEU15628.1","269435","putative nucleoside-diphosphate kinase ",-1.02186628055294,9.42255670122936,0.016983372515648,"int",-1,"K00940","Metabolism","Nucleotide metabolism","Pyrimidine metabolism [PATH:ko00240]","","","","",""
"322","OEU15628.1","269435","putative nucleoside-diphosphate kinase ",-1.02186628055294,9.42255670122936,0.016983372515648,"int",-1,"K00940","Environmental Information Processing","Signal transduction","MAPK signaling pathway - plant [PATH:ko04016]","","","","",""
"323","OEU15628.1","269435","putative nucleoside-diphosphate kinase ",-1.02186628055294,9.42255670122936,0.016983372515648,"int",-1,"K00940","Genetic Information Processing","Folding, sorting and degradation","Membrane trafficking [BR:ko04131]","Exocytosis","Calcium ion-dependent exocytosis","Kinases and associated proteins","",""
"324","OEU07664.1","250682","FAS1 domain-containing protein ",-0.864719095661235,9.81446387836241,0.0169907599944217,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"325","OEU17742.1","268792","rieske iron-sulfur protein of cytochrome B6/F complex ",1.47825520252767,8.83168276955605,0.0174891099955307,"int",1,"K02636","Metabolism","Energy metabolism","Photosynthesis [PATH:ko00195]","","","","",""
"326","OEU17742.1","268792","rieske iron-sulfur protein of cytochrome B6/F complex ",1.47825520252767,8.83168276955605,0.0174891099955307,"int",1,"K02636","Metabolism","Energy metabolism","Photosynthesis proteins [BR:ko00194]","Photosystem and electron transport system","Cytochrome b6/f complex [OT]","","",""
"327","OEU20988.1","216674","transaldolase ",-1.69853719613285,8.44786400675362,0.017582582695162,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"328","OEU18733.1","268420","hypothetical protein FRACYDRAFT_268420 ",1.22169935290466,8.80251309013934,0.0177618398898377,"int",1,"K11275","Genetic Information Processing","Replication and repair","Chromosome and associated proteins [BR:ko03036]","Eukaryotic Type","Nucleosome assembly factors","Histones","",""
"329","OEU18802.1","207194","3HCDH_N-domain-containing protein ",-1.41225189775011,8.80568051088878,0.0178230408382521,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"330","OEU13018.1","219337","GrpE nucleotide exchange factor ",1.06091303668896,9.70340418048719,0.0202891231541608,"int",1,"K03687","Genetic Information Processing","Translation","Mitochondrial biogenesis [BR:ko03029]","Mitochondrial protein import machinery","Matrix","MMC/PAM proteins","",""
"331","OEU13018.1","219337","GrpE nucleotide exchange factor ",1.06091303668896,9.70340418048719,0.0202891231541608,"int",1,"K03687","Genetic Information Processing","Folding, sorting and degradation","Chaperones and folding catalysts [BR:ko03110]","Heat shock proteins","HSP24","","",""
"332","OEU10937.1","193278","hypothetical protein FRACYDRAFT_193278 ",-0.638136893774825,10.6014356735896,0.0207345060660523,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"333","OEU14763.1","170746","V-ATPase subunit A4 ",0.574254098651212,10.4378326510765,0.0212171005761657,"int",1,"K02145","Metabolism","Energy metabolism","Oxidative phosphorylation [PATH:ko00190]","","","","",""
"334","OEU14763.1","170746","V-ATPase subunit A4 ",0.574254098651212,10.4378326510765,0.0212171005761657,"int",1,"K02145","Environmental Information Processing","Signal transduction","mTOR signaling pathway [PATH:ko04150]","","","","",""
"335","OEU14763.1","170746","V-ATPase subunit A4 ",0.574254098651212,10.4378326510765,0.0212171005761657,"int",1,"K02145","Cellular Processes","Transport and catabolism","Phagosome [PATH:ko04145]","","","","",""
"336","OEU18180.1","291631","putative UDP-glucose-4-epimerase ",-0.719927408055029,10.1502684476194,0.0215590364470477,"int",-1,"K01784","Metabolism","Carbohydrate metabolism","Galactose metabolism [PATH:ko00052]","","","","",""
"337","OEU18180.1","291631","putative UDP-glucose-4-epimerase ",-0.719927408055029,10.1502684476194,0.0215590364470477,"int",-1,"K01784","Metabolism","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","","","","",""
"338","OEU13634.1","226832","cyclophilin-like protein ",0.949694569488721,9.91250370415603,0.0218257810804921,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"339","OEU16045.1","185157","serine-tRNA ligase ",1.44038196842544,10.158393452448,0.0219889012749973,"int",1,"K01875","Genetic Information Processing","Translation","Aminoacyl-tRNA biosynthesis [PATH:ko00970]","","","","",""
"340","OEU16045.1","185157","serine-tRNA ligase ",1.44038196842544,10.158393452448,0.0219889012749973,"int",1,"K01875","Metabolism","Amino acid metabolism","Amino acid related enzymes [BR:ko01007]","Aminoacyl-tRNA synthetase","Class II (G/C)","","",""
"341","OEU16045.1","185157","serine-tRNA ligase ",1.44038196842544,10.158393452448,0.0219889012749973,"int",1,"K01875","Genetic Information Processing","Translation","Transfer RNA biogenesis [BR:ko03016]","C<b>Eukaryotic Type</b>","Aminoacyl-tRNA synthetases (AARSs)","Other AARSs","",""
"342","OEU07882.1","271881","putative UDP-glucose 6-dehydrogenase ",-0.906626502056102,9.54100514427137,0.0232293189806096,"int",-1,"K00012","Metabolism","Carbohydrate metabolism","Pentose and glucuronate interconversions [PATH:ko00040]","","","","",""
"343","OEU07882.1","271881","putative UDP-glucose 6-dehydrogenase ",-0.906626502056102,9.54100514427137,0.0232293189806096,"int",-1,"K00012","Metabolism","Carbohydrate metabolism","Ascorbate and aldarate metabolism [PATH:ko00053]","","","","",""
"344","OEU07882.1","271881","putative UDP-glucose 6-dehydrogenase ",-0.906626502056102,9.54100514427137,0.0232293189806096,"int",-1,"K00012","Metabolism","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","","","","",""
"345","OEU12635.1","191189","CKS-domain-containing protein ",-0.712574812992837,11.1941232323227,0.0232714470925693,"int",-1,"K02219","Cellular Processes","Cell growth and death","Cell cycle - yeast [PATH:ko04111]","","","","",""
"346","OEU14710.1","188055","TPT-domain-containing protein ",0.551169646339264,10.6245568415764,0.0232794732719091,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"347","OEU18421.1","260383","hypothetical protein FRACYDRAFT_260383 ",-1.43000207008738,9.16510807450839,0.0239274601406647,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"348","OEU16221.1","268919","hydroxymethylglutaryl-CoA reductase ",-0.886118211876825,9.47052371898203,0.0243952096547016,"int",-1,"K00021","Metabolism","Metabolism of terpenoids and polyketides","Terpenoid backbone biosynthesis [PATH:ko00900]","","","","",""
"349","OEU16221.1","268919","hydroxymethylglutaryl-CoA reductase ",-0.886118211876825,9.47052371898203,0.0243952096547016,"int",-1,"K00021","Environmental Information Processing","Signal transduction","AMPK signaling pathway [PATH:ko04152]","","","","",""
"350","OEU21853.1","258825","hypothetical protein FRACYDRAFT_258825 ",-0.812894644449397,9.79624012898996,0.0244875534553951,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"351","OEU16482.1","208283","prohibitin 2 ",-1.10490333510867,10.4058605303138,0.024745800734537,"int",-1,"K17081","Genetic Information Processing","Translation","Mitochondrial biogenesis [BR:ko03029]","Mitochondrial quality control factors","Mitochondrial dynamics","Mitochondrial movement","",""
"352","OEU16482.1","208283","prohibitin 2 ",-1.10490333510867,10.4058605303138,0.024745800734537,"int",-1,"K17081","Cellular Processes","Transport and catabolism","Exosome [BR:ko04147]","Exosomal proteins","Exosomal proteins of colorectal cancer cells","","",""
"353","OEU15673.1","261793","ribosomal protein S19 ",-1.13095254234532,9.01950125407345,0.0253757886837105,"int",-1,"K02974","Genetic Information Processing","Translation","Ribosome [PATH:ko03010]","","","","",""
"354","OEU15673.1","261793","ribosomal protein S19 ",-1.13095254234532,9.01950125407345,0.0253757886837105,"int",-1,"K02974","Genetic Information Processing","Translation","Ribosome [BR:ko03011]","Ribosomal Proteins","Eukaryotes","Small subunit","",""
"355","OEU22910.1","178319","SpoU_methylase-domain-containing protein ",-0.826113497131973,10.5771418796953,0.0254857412622218,"int",-1,"K15507","Genetic Information Processing","Translation","Ribosome biogenesis [BR:ko03009]","Eukaryotic Type","Other ribosome biogenesis factors","","",""
"356","OEU11877.1","172528","CONSTANS interacting protein 3 ",0.742204833459107,9.81469655471429,0.0258113136644852,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"357","OEU23312.1","267500","hypothetical protein FRACYDRAFT_267500, partial ",1.46163564036526,8.13389197714061,0.0258317636558321,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"358","OEU21268.1","234895","hypothetical protein FRACYDRAFT_234895 ",-1.1725409527905,8.95186547383647,0.025861862718902,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"359","OEU22415.1","259065","long-chain acyl-CoA synthetase ",0.803203850520381,9.69818143920475,0.0260477818217436,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"360","OEU13317.1","241655","hypothetical protein FRACYDRAFT_241655 ",-0.817694378632588,9.95724830701335,0.0267409733170289,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"361","OEU18400.1","168094","SOUL-domain-containing protein ",-1.00040711589933,10.0836407902048,0.0267871348803177,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"362","OEU13347.1","209669","HEAT repeat-containing protein ",0.804991933983825,9.90451730560088,0.0274700771404155,"int",1,"K12828","Genetic Information Processing","Transcription","Spliceosome [PATH:ko03040]","","","","",""
"363","OEU13347.1","209669","HEAT repeat-containing protein ",0.804991933983825,9.90451730560088,0.0274700771404155,"int",1,"K12828","Genetic Information Processing","Transcription","Spliceosome [BR:ko03041]","Complex A","U2 snRNP components","U2 snRNP specific factors","",""
"364","OEU13347.1","209669","HEAT repeat-containing protein ",0.804991933983825,9.90451730560088,0.0274700771404155,"int",1,"K12828","Genetic Information Processing","Transcription","Spliceosome [BR:ko03041]","Complex B","U2 snRNP components","U2 snRNP specific factors","",""
"365","OEU13347.1","209669","HEAT repeat-containing protein ",0.804991933983825,9.90451730560088,0.0274700771404155,"int",1,"K12828","Genetic Information Processing","Transcription","Spliceosome [BR:ko03041]","Complex C","U2 snRNP components","U2 SnRNP specific factors","",""
"366","OEU13347.1","209669","HEAT repeat-containing protein ",0.804991933983825,9.90451730560088,0.0274700771404155,"int",1,"K12828","Genetic Information Processing","Replication and repair","Chromosome and associated proteins [BR:ko03036]","Eukaryotic Type","Chromatin remodeling factors","B-WICH complex","",""
